;U I T G A V E N;;;;
Datum Boeking;Soort uitgaven ;Categorie ;Hoofdrubriek ;Omschrijving factuur ;Realisatie boeking 
1-2-16;Personele uitgaven;Eigen personeel;vervoer- en verblijfkosten;Buitenlandse dienstreis Duitsland;-156,15
1-2-16;Personele uitgaven;Eigen personeel;vervoer- en verblijfkosten;Creditnota buitenlandse dienstreis Verenigd Koninkrijk;-61,31
1-2-16;Ontvangsten;Ontvangsten;Internationale projecten;Creditnota buitenlandse dienstreis Duitsland;-48,91
1-2-16;Ontvangsten;Ontvangsten;Internationale projecten;Creditnota buitenlandse dienstreis Tanzania;-19,62
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;51,62
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;61,31
11-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;K Vendrik treintick EU  Amsterdam Centr. dd.170216 BB220781.01;102,00
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;139,00
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;139,00
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;140,00
29-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Spanje;170,04
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Kenia;170,99
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Spanje;194,85
29-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;199,38
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Spanje;214,85
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Spanje;214,85
3-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Polen;233,55
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Brussel;241,60
3-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;255,40
3-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;259,20
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Kosovo;290,59
29-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Luxemburg;292,76
29-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;tegemoetkoming meer dan 40 reizen/v Dam;330,00
3-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Frankrijk;335,00
4-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;340,95
4-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;340,95
3-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Frankrijk;350,60
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;412,03
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Hongarije;436,60
3-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;438,22
3-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;438,22
29-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Kosovo;468,44
4-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Brussel;483,46
4-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Brussel;504,26
29-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Qatar;522,01
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tunesie;585,25
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Qatar;585,25
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Qatar;585,25
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;857,54
1-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;967,80
29-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;1.076,97
4-2-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Marokko;2.563,26
3-2-16;Personele uitgaven;Eigen Personeel;Onkostenvergoedingen waaronder Woon-werkverkeer;Onkostenvergoeding woon-werkverkeer;110,70
3-2-16;Personele uitgaven;Eigen Personeel;Onkostenvergoedingen waaronder Woon-werkverkeer;Onkostenvergoeding woon-werkverkeer;246,21
3-2-16;Personele uitgaven;Eigen Personeel;Onkostenvergoedingen waaronder Woon-werkverkeer;Binnenlandse dienstreis;308,58
8-2-16;Personele uitgaven;Eigen personeel;Onkostenvergoedingen waaronder woon-werkverkeer;Abonnement Internet medewerker;81,98
1-2-16;Materiële uitgaven;Diensten en middelen;Consumptieve diensten;Verrekening catering bij jubileum;-700,00
1-2-16;Materiële uitgaven;Diensten en middelen;Consumptieve diensten;Creditnota Catering bij jubileum;-302,50
1-2-16;Personele uitgaven;Eigen Personeel;Representatie Eigen Personeel;Catering bij jubileum;246,30
1-2-16;Personele uitgaven;Eigen Personeel;Representatie Eigen Personeel;Catering bij jubileum;725,00
1-2-16;Personele uitgaven;Eigen Personeel;Representatie Eigen Personeel;Catering bij jubileum;1.100,77
3-2-16;Materiële uitgaven;Diensten en middelen;Consumptieve diensten;Borrel oplevering onderzoek;78,50
1-2-16;Personele uitgaven;Eigen personeel;Representatie Eigen Personeel;Diner;468,55
3-2-16;Personele uitgaven;Eigen Personeel;Noodzakelijke contributies van personeel;Creditnota Contributie;-425,00
22-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;60,00
1-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;199,00
1-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;284,35
1-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;284,35
1-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;284,35
3-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;284,35
3-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;425,00
3-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;425,00
10-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;425,00
3-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;2.032,80
3-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;2.910,00
3-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;3.000,00
3-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;3.887,00
3-2-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie;7.225,00
3-2-16;Personele uitgaven;Eigen Personeel;Instroom, doorstroom en uitstroom van personeel;VOG;30,05
3-2-16;Personele uitgaven;Eigen Personeel;Instroom, doorstroom en uitstroom van personeel;VOG;30,05
3-2-16;Personele uitgaven;Eigen Personeel;Instroom, doorstroom en uitstroom van personeel;VOG;30,05
22-2-16;Personele uitgaven;Eigen Personeel;Instroom, doorstroom en uitstroom van personeel;VOG;30,05
25-2-16;Personele uitgaven;Eigen Personeel;Instroom, doorstroom en uitstroom van personeel;VOG;30,05
1-2-16;Personele uitgaven;Eigen Personeel;Arbeidsomstandigheden en personele zorg;Aanschaf beeldschermbril;165,00
3-2-16;Personele uitgaven;Eigen Personeel;Arbeidsomstandigheden en personele zorg;Arbeidsdeskundig onderzoek;1.027,29
10-2-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;eletriciteitslevering kantoorpand;1.691,71
1-2-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;eletriciteitslevering kantoorpand;1.779,13
4-2-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;waterschapsbelasting;3.494,65
3-2-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;eletriciteitslevering kantoorpand eindafrekening;5.097,75
1-2-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;warmelevering kantoorpand;7.312,17
1-2-16;Materiële uitgaven;Huisvesting;Verhuizen;Interne verhuizing;186,05
17-2-16;Materiële uitgaven;uitbesteding;Inrichting van gebouwen;intern verhuizen;239,50
1-2-16;Materiële uitgaven;Huisvesting;Verhuizen;Opslag;470,15
1-2-16;Materiële uitgaven;Huisvesting;Verhuizen;Opslag  ;1.218,60
1-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;62,36
1-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Graafwerkzaamheden;63,00
1-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Abonnement;78,65
1-2-16;Materiële uitgaven;uitbesteding;Inrichting van gebouwen;Huur bedrijfsgoederen;94,89
4-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;96,80
3-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;136,49
8-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;143,51
3-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;158,51
3-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;186,41
8-2-16;Materiële uitgaven;Diensten en middelen;Inrichting van gebouwen;controle drinkwaterkwaliteit;191,16
1-2-16;Materiële uitgaven;uitbesteding;Inrichting van gebouwen;Huur bedrijfsgoederen;193,12
1-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;254,10
15-2-16;Materiële uitgaven;Diensten en middelen;Schoonmaken;Schoonmaak;265,06
4-2-16;Materiële uitgaven;Diensten en middelen;Schoonmaken;Schoonmaak;276,45
1-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;313,21
17-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;333,81
3-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;379,43
29-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;499,37
22-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;526,68
29-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;537,26
15-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;673,37
29-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;683,38
17-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;838,28
29-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;1.240,04
1-2-16;Materiële uitgaven;Huisvesting;Gebruik en onderhoud gebouw en terreinen;Onderhoud;3.932,50
8-2-16;Materiële uitgaven;uitbesteding;afvalzorgmanagement;Creditnota Afvalverwerking;-43,11
10-2-16;Materiële uitgaven;Diensten en middelen;afvalzorgmanagement;Creditnota afvalverwerking;-16,62
17-2-16;Materiële uitgaven;Diensten en middelen;afvalzorgmanagement;Afvalverwerking;16,62
17-2-16;Materiële uitgaven;Diensten en middelen;afvalzorgmanagement;Afvalverwerking;18,11
8-2-16;Materiële uitgaven;uitbesteding;afvalzorgmanagement;Afvalverwerking;178,17
3-2-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaak;272,55
3-2-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaak;300,14
10-2-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaak;350,90
11-2-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaak;378,97
10-2-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaak;407,04
1-2-16;Materiële uitgaven;Diensten en middelen;Schoonmaken;Schoonmaak;510,12
1-2-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaak;531,19
1-2-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaak;900,62
1-2-16;Materiële uitgaven;Diensten en middelen;Afvalzorgmanagement;Afvalverwerking;936,82
3-2-16;Materiële uitgaven;Diensten en middelen;Schoonmaken;Toiletartikelen;1.296,47
3-2-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaak;7.964,81
15-2-16;Materiële uitgaven;Diensten en middelen;Risicobeheersen;Creditnota Abonnement alarmcentrale;-268,09
15-2-16;Materiële uitgaven;Diensten en middelen;Risicobeheersen;Creditnota Abonnement alarmcentrale;-84,17
15-2-16;Materiële uitgaven;Diensten en middelen;Risicobeheersen;Creditnota Abonnement alarmcentrale;-84,17
15-2-16;Materiële uitgaven;Diensten en middelen;Risicobeheersen;Creditnota Abonnement alarmcentrale;-84,17
1-2-16;Materiële uitgaven;Diensten en middelen;Risicobeheersen;ondersteunende objectbewaking;33,63
3-2-16;Materiële uitgaven;Diensten en middelen;Risicobeheersen;ondersteunende receptieservice;181,03
1-2-16;Materiële uitgaven;Diensten en middelen;Risicobeheersen;Abonnement alarmcentrale;622,67
3-2-16;Materiële uitgaven;bijdrage sso;Post-, koeriers- en transportdiensten;Creditnota Koerierdiensten;-993,01
3-2-16;Materiële uitgaven;bijdrage sso;Post-, koeriers- en transportdiensten;Creditnota Koerierdiensten;-190,13
3-2-16;Materiële uitgaven;bijdrage sso;Post-, koeriers- en transportdiensten;Koerierdiensten;0,00
3-2-16;Materiële uitgaven;bijdrage sso;Post-, koeriers- en transportdiensten;Koerierdiensten;292,51
3-2-16;Materiële uitgaven;bijdrage sso;Post-, koeriers- en transportdiensten;Creditnota Koerierdiensten;-58,50
3-2-16;Materiële uitgaven;bijdrage sso;Post-, koeriers- en transportdiensten;Creditnota Koerierdiensten;-25.015,21
3-2-16;Materiële uitgaven;bijdrage sso;Post-, koeriers- en transportdiensten;Koerierdiensten;25.644,67
3-2-16;Materiële uitgaven;bijdrage sso;Post-, koeriers- en transportdiensten;Koerierdiensten;117,00
3-2-16;Materiële uitgaven;bijdrage sso;Post-, koeriers- en transportdiensten;Koerierdiensten;380,26
3-2-16;Materiële uitgaven;bijdrage sso;Post-, koeriers- en transportdiensten;Koerierdiensten;1.986,02
3-2-16;Materiële uitgaven;Diensten en middelen;Post-, koeriers- en transportdiensten;Koerierdiensten;21,96
4-2-16;Materiële uitgaven;Diensten en middelen;Post-, koeriers- en transportdiensten;Koerierdiensten;86,88
4-2-16;Materiële uitgaven;Diensten en middelen;Post-, koeriers- en transportdiensten;Koerierdiensten;161,80
17-2-16;Materiële uitgaven;Diensten en middelen;Post-, koeriers- en transportdiensten;Koerierdiensten;178,21
8-2-16;Materiële uitgaven;Inbesteding opdrachten;Post-, koeriers- en transportdiensten;Postverzending;622,33
1-2-16;Materiële uitgaven;Inbesteding opdrachten;Post-, koeriers- en transportdiensten;Postverzending;682,00
17-2-16;Materiële uitgaven;Diensten en middelen;Documentmanagement, documentonwikkeling en -verwerking;Rapportomslag  ;294,03
3-2-16;Materiële uitgaven;Diensten en middelen;Documentmanagement, documentonwikkeling en -verwerking;Rapportomslag;623,15
8-2-16;Materiële uitgaven;Diensten en middelen;Documentmanagement, documentonwikkeling en -verwerking;Rapportomslag;623,15
4-2-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;7.260,00
22-2-16;Materiële uitgaven;Diensten en middelen;Documentmanagement, documentonwikkeling en -verwerking;Filmmontage;540,55
8-2-16;Materiële uitgaven;Communicatie;Diversen communicatie;Lunch tbv onderzoek;39,20
10-2-16;Materiële uitgaven;Communicatie;Diversen communicatie;Filmpje ihkv onderzoeksrapport;2.420,00
15-2-16;Materiële uitgaven;Communicatie;Diversen communicatie;Advies en ontwerpt rapport Verslag;4.546,58
1-2-16;Materiële uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;Werkplekaanpassing;102,85
8-2-16;Materiële uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;Inkt printers;188,36
1-2-16;Materiële uitgaven;Huisvesting;Verhuizen;Opslag;230,26
1-2-16;Materiële uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;Kantoorartikelen;655,60
3-2-16;Materiële uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;Papierlevering;453,99
8-2-16;Materiële uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;Papierlevering;475,05
1-2-16;Materiële uitgaven;uitbesteding;Spraak en Data verbindingen;Abonnement;30,25
11-2-16;Materiële uitgaven;uitbesteding;Aanschaf hardware;Abonnement;1.971,61
1-2-16;Materiële uitgaven;Diensten en middelen;Beheer en onderhoud hardware;onderhoud kopieerapparaat;2.103,48
3-2-16;Materiële uitgaven;Diensten en middelen;Beheer en Onderhoud hardware;Kopieervergoeding 2016;2.268,90
1-2-16;Materiële uitgaven;Diensten en middelen;Beheer en onderhoud hardware;onderhoud kopieerapparaat;2.855,60
1-2-16;Materiële uitgaven;Diensten en middelen;Aanschaf hardware;Huur kopieerapparaat;3.865,83
4-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Aanschaf boek;14,84
17-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Aanschaf boek;15,95
22-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Aanschaf boek;17,50
1-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Aanschaf boek;21,88
1-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Aanschaf boek;25,00
3-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Aanschaf boek;26,45
11-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Aanschaf boek;55,75
3-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Aanschaf boek;132,01
1-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Abonnement;501,50
8-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Abonnement;1.659,15
8-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;News Portal;183,32
8-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;News Portal;1.535,68
3-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;News Portal;1.580,25
1-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;News Portal;3.630,00
1-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;News Portal;4.840,00
3-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;News Portal;7.424,80
1-2-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;News Portal;9.438,00
